Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
故勒頓ex,基礎,12680,https://asia.pokemon-card.com/hk/card-img/hk00012680.png,寶可夢,230,Fighting,,,利爪劈擊,"Fighting,Colorless",50,,復仇光炮,"Fighting,Fighting,Colorless",100+,若自己的備戰寶可夢身上放置有傷害指示物，則增加120點傷害。,,Psychic,,,2,72,normal,H,雙ex初階牌組 Generations,SVM,PLANETA Tsuji,,故勒頓ex,ex,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:1.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"傷害指示物, 條件傷害",無
臭泥,基礎,8343,https://asia.pokemon-card.com/hk/card-img/hk00008343.png,寶可夢,80,Darkness,,,毒之氣息,"Darkness,Colorless,Colorless",50,將對手的戰鬥寶可夢【中毒】。,,,,,,Fighting,,,3,51,normal,G,擴充包「朱ex」,SV1S,Kouki Saitou,污泥變成的寶可夢。會聚集在骯髒的地方<br/>來繁殖身體的細菌。,臭泥 → 臭臭泥,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,狀態異常,無
臭泥,基礎,8954,https://asia.pokemon-card.com/hk/card-img/hk00008954.png,寶可夢,80,Darkness,,,緊貼壓制,Darkness,10,在下個對手的回合，受到這個招式的寶可夢【撤退】所需的能量增加1個。,,,,,,Fighting,,,2,88,normal,G,強化擴充包「寶可夢卡牌151」,SV2a,Nisota Niso,污泥變成的寶可夢。會聚集在骯髒的地方<br/>來繁殖身體的細菌。,臭泥 → 臭臭泥,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"撤退干擾, 條件傷害",撤退效果
臭臭泥,1階進化,8344,https://asia.pokemon-card.com/hk/card-img/hk00008344.png,寶可夢,140,Darkness,毒袋,只要這隻寶可夢在場上，對手的【中毒】的寶可夢，就算進化・退化，【中毒】也不會恢復。,猛毒攻擊,"Darkness,Colorless,Colorless,Colorless",100,將對手的戰鬥寶可夢【中毒】。,,,,,,Fighting,,,4,52,normal,G,擴充包「朱ex」,SV1S,Haru Akasaka,全身上下沾滿污泥。光是碰到牠的足跡，<br/>都會受到毒素的侵襲。,臭泥 → 臭臭泥,,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"狀態異常, 進化支援",無
臭臭泥,1階進化,8955,https://asia.pokemon-card.com/hk/card-img/hk00008955.png,寶可夢,150,Darkness,,,臭臭獄,Darkness,30,在下個對手的回合，受到這個招式的寶可夢使用招式所需的能量與【撤退】所需的能量，各增加1個【無】能量。,污泥炸彈,"Darkness,Darkness,Darkness,Colorless",180,,,Fighting,,,4,89,normal,G,強化擴充包「寶可夢卡牌151」,SV2a,Nisota Niso,全身上下沾滿污泥。光是碰到牠的足跡，<br/>都會受到毒素的侵襲。,臭泥 → 臭臭泥,,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"撤退干擾, 條件傷害, 能量需求增加",撤退效果
毒骷蛙ex,1階進化,8347,https://asia.pokemon-card.com/hk/card-img/hk00008347.png,寶可夢,250,Darkness,,,詭計,Darkness,,從自己的牌庫任意選擇最多2張卡加入手牌。並且重洗牌庫。,劇毒拆裂,"Darkness,Colorless,Colorless",120,將對手的戰鬥寶可夢【中毒】。因這個【中毒】而放置的傷害指示物的數量改為6個。,,Fighting,,,2,55,normal,G,擴充包「朱ex」,SV1S,Nisota Niso,,不良蛙 → 毒骷蛙ex → 毒骷蛙,ex,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"傷害指示物, 抽卡效果, 搜索效果, 狀態異常",無
仆斬將軍,2階進化,8350,https://asia.pokemon-card.com/hk/card-img/hk00008350.png,寶可夢,170,Darkness,統率力,只要這隻寶可夢在場上，自己的【基礎】寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。,猛斬,"Darkness,Colorless,Colorless",160,,,,,,,Grass,,,3,58,normal,G,擴充包「朱ex」,SV1S,Anesaki Dynamic,在勢力浩大的軍團中，唯有站上頂點的那１隻劈斬司令，<br/>才能進化成仆斬將軍。,駒刀小兵 → 劈斬司令 → 仆斬將軍,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"HP提升, 傷害效果",無
仆斬將軍,2階進化,9593,https://asia.pokemon-card.com/hk/card-img/hk00009593.png,寶可夢,180,Metal,,,攻滅,Metal,,若對手的戰鬥寶可夢身上放置有4個以上的傷害指示物，則將那隻寶可夢【昏厥】。,大切斷,"Metal,Colorless,Colorless",140,,,Fire,,Grass,4,82,normal,G,擴充包「黯焰支配者」,SV3,Ryota Murayama,在勢力浩大的軍團中，唯有站上頂點的那１隻劈斬司令，才能進化成仆斬將軍。,駒刀小兵 → 劈斬司令 → 仆斬將軍,,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"傷害指示物, 昏厥條件",無
貓鼬斬,基礎,8354,https://asia.pokemon-card.com/hk/card-img/hk00008354.png,寶可夢,110,Colorless,,,拖出,"Colorless,Colorless",,選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。然後，新上場的寶可夢受到30點傷害。,利爪揮砍,"Colorless,Colorless,Colorless",80,,,Fighting,,,2,62,normal,G,擴充包「朱ex」,SV1S,aoki,和飯匙蛇是死對頭。一旦撞見彼此，就會立刻<br/>張開前腳的爪子來威嚇對方。,貓鼬斬,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,切換效果,無
貓鼬斬,基礎,12161,https://asia.pokemon-card.com/hk/card-img/hk00012161.png,寶可夢,90,Colorless,,,連斬,Colorless,10+,擲3次硬幣。若出現1次正面，則增加20點傷害。若出現2次正面，則增加50點傷害。若全部為正面，則增加80點傷害。,,,,,,Fighting,,,1,85,normal,H,擴充包「超電突圍」,SV8,Ligton,遇上飯匙蛇就會豎起體毛，<br/>擺出攻擊的架勢。<br/>銳利的爪子是最大的武器。,貓鼬斬,,B+,14.00,Base:5.0|Meta:0.0|Exp:3.0|Func:0.0|Syn:4.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件傷害, 硬幣判定",無
貓鼬斬,基礎,8504,https://asia.pokemon-card.com/hk/card-img/hk00008504.png,寶可夢,90,Colorless,,,劈開,Colorless,40,,,,,,,Fighting,,,1,8,normal,G,起始組合ex 潤水鴨&謎擬Ｑ ex,SVAW,Yuya Oka,和飯匙蛇是死對頭。一旦撞見彼此，就會立刻<br/>張開前腳的爪子來威嚇對方。,貓鼬斬,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
姆克兒,基礎,8355,https://asia.pokemon-card.com/hk/card-img/hk00008355.png,寶可夢,60,Colorless,,,羽擊,Colorless,20,,,,,,,Lightning,,Fighting,1,63,normal,G,擴充包「朱ex」,SV1S,Yuka Morii,為了獵捕蟲寶可夢，以龐大的群體在山野間飛來飛去。<br/>叫聲非常吵鬧。,姆克兒 → 姆克鳥 → 姆克鷹,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
姆克鳥,1階進化,8356,https://asia.pokemon-card.com/hk/card-img/hk00008356.png,寶可夢,80,Colorless,,,翅膀攻擊,"Colorless,Colorless",40,,高速飛行,"Colorless,Colorless,Colorless",80,,,Lightning,,Fighting,1,64,normal,G,擴充包「朱ex」,SV1S,kantaro,心知肚明自己的弱小，所以平時都是群體生活。<br/>單獨行動時會發出吵鬧的叫聲。,姆克兒 → 姆克鳥 → 姆克鷹,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,無,無
姆克鷹,2階進化,8357,https://asia.pokemon-card.com/hk/card-img/hk00008357.png,寶可夢,150,Colorless,,,旋衝離閃,"Colorless,Colorless",60,在下個對手的回合，這隻寶可夢不會受到【基礎】寶可夢招式的傷害。,力量爆破,"Colorless,Colorless,Colorless",180,選擇1個這隻寶可夢身上附加的能量，將其丟棄。,,Lightning,,Fighting,1,65,normal,G,擴充包「朱ex」,SV1S,Atsushi Furusawa,變成姆克鷹後，就會脫離群體獨自生活。<br/>擁有強韌的翅膀。,姆克兒 → 姆克鳥 → 姆克鷹,,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"傷害防禦, 效果免疫, 能量操作",無
愛吃豚,基礎,8358,https://asia.pokemon-card.com/hk/card-img/hk00008358.png,寶可夢,60,Colorless,,,避敵氣味,Colorless,,將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。],踩,"Colorless,Colorless",20,,,Fighting,,,1,66,normal,G,擴充包「朱ex」,SV1S,Teeziro,一整天都在覓食。雖然擁有優秀的嗅覺，<br/>但卻只被用在覓食上。,愛吃豚 → 飄香豚ex → 飄香豚,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
愛吃豚,基礎,8359,https://asia.pokemon-card.com/hk/card-img/hk00008359.png,寶可夢,70,Colorless,,,胡思亂撞,"Colorless,Colorless,Colorless",70,擲1次硬幣若為反面，則這個招式失敗。,,,,,,Fighting,,,1,67,normal,G,擴充包「朱ex」,SV1S,Mina Nakai,一整天都在覓食。雖然擁有優秀的嗅覺，<br/>但卻只被用在覓食上。,愛吃豚 → 飄香豚ex → 飄香豚,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件失敗, 硬幣判定",無
愛吃豚,基礎,9607,https://asia.pokemon-card.com/hk/card-img/hk00009607.png,寶可夢,60,Colorless,,,撞擊,Colorless,20,,,,,,,Fighting,,,1,96,normal,G,擴充包「黯焰支配者」,SV3,HYOGONOSUKE,一整天都在覓食。雖然擁有優秀的嗅覺，<br/>但卻只被用在覓食上。,愛吃豚 → 飄香豚ex → 飄香豚,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
愛吃豚,基礎,9608,https://asia.pokemon-card.com/hk/card-img/hk00009608.png,寶可夢,70,Colorless,,,魅惑之聲,"Colorless,Colorless",20,將對手的戰鬥寶可夢【混亂】。,,,,,,Fighting,,,2,97,normal,G,擴充包「黯焰支配者」,SV3,Tomokazu Komiya,一整天都在覓食。雖然擁有優秀的嗅覺，<br/>但卻只被用在覓食上。,愛吃豚 → 飄香豚ex → 飄香豚,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,狀態異常,無
愛吃豚,基礎,8457,https://asia.pokemon-card.com/hk/card-img/hk00008457.png,寶可夢,60,Colorless,,,呼喚,Colorless,,從自己的牌庫抽出1張卡。,撞擊,"Colorless,Colorless,Colorless",30,,,Fighting,,,1,9,normal,G,起始組合ex 呆火鱷&電龍 ex,SVAL,kodama,一整天都在覓食。雖然擁有優秀的嗅覺，<br/>但卻只被用在覓食上。,愛吃豚 → 飄香豚ex → 飄香豚,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"抽卡效果, 搜索效果",無
飄香豚ex,1階進化,8360,https://asia.pokemon-card.com/hk/card-img/hk00008360.png,寶可夢,260,Colorless,,,狂亂香氣,Colorless,10+,增加對手的備戰寶可夢的數量×30點傷害。,重磅踩踏,"Colorless,Colorless,Colorless",210,擲1次硬幣若為反面，則在下個自己的回合，這隻寶可夢無法使用招式。,,Fighting,,,2,68,normal,G,擴充包「朱ex」,SV1S,aky CG Works,,愛吃豚 → 飄香豚ex → 飄香豚,ex,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"使用限制, 備戰傷害加成, 招式鎖定, 硬幣判定",無
岩石胸甲,,8363,https://asia.pokemon-card.com/hk/card-img/hk00008363.png,寶可夢道具,,,,,,,,附有這張卡的【鬥】寶可夢，受到對手的寶可夢招式的傷害「-30」點。,[寶可夢道具規則],,,在自己的回合時，寶可夢道具卡可不限張數附於自己的寶可夢身上。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。,,,,,,71,normal,G,擴充包「朱ex」,SV1S,Toyste Beach,,,,B,11.00,Base:6.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"其他效果, 屬性防禦",無
不服輸頭帶,,8365,https://asia.pokemon-card.com/hk/card-img/hk00008365.png,寶可夢道具,,,,,,,,若自己剩餘獎賞卡的張數比對手剩餘獎賞卡的張數多，則附有這張卡的寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。,[寶可夢道具規則],,,在自己的回合時，寶可夢道具卡可不限張數附於自己的寶可夢身上。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。,,,,,,73,normal,G,擴充包「朱ex」,SV1S,inose yukie,,,,B,13.00,Base:6.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"HP提升, 傷害效果, 其他效果, 獎賞控制",無
活力森林,,14327,https://asia.pokemon-card.com/hk/card-img/hk00014327.png,競技場卡,,,,,,,,雙方的所有【草】寶可夢就算在剛使出的回合（自己的最初回合除外）也可進化成【草】寶可夢。,,,,,,,,,,61,normal,I,擴充包「超級交響樂」,M1S,AYUMI ODASHIMA,,,,C,8.00,Base:6.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,進化支援,無
派帕,,13110,https://asia.pokemon-card.com/hk/card-img/hk00013110.png,支援者卡,,,,,,,,從自己的牌庫選擇「物品」卡與「寶可夢道具」卡各1張，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,213,promo,G,特典卡 朱&紫,SV,GIDORA,,,,B+,14.00,Base:8.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
派帕的三明治,,13258,https://asia.pokemon-card.com/hk/card-img/hk00013258.png,物品卡,,,,,,,,將自己的戰鬥寶可夢恢復「30」HP。若那隻寶可夢為「派帕的寶可夢」，則恢復的HP改為「100」。,,,,,,,,,,57,normal,I,強化擴充包「熱風競技場」,SV9a,AYUMI ODASHIMA,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
玻璃喇叭,,12020,https://asia.pokemon-card.com/hk/card-img/hk00012020.png,物品卡,,,,,,,,這張卡只有在自己的場上有「太晶」寶可夢時才可使用。<br/> <br/> 選擇最多2隻自己的備戰區的【無】寶可夢，從棄牌區附給那些寶可夢各1張基本能量卡。,,,,,,,,,,149,promo,H,特典卡 朱&紫,SV,Toyste Beach,,,,B+,16.00,Base:7.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
珍寶配件,,12567,https://asia.pokemon-card.com/hk/card-img/hk00012567.png,物品卡,,,,,,,,從自己的牌庫選擇最多5張「寶可夢道具」卡，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,146,normal,H,高級擴充包「太晶慶典ex」,SV8a,inose yukie,,,,B+,14.00,Base:7.0|Meta:0.0|Exp:3.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 道具移除",無
赫拉克羅斯,基礎,8372,https://asia.pokemon-card.com/hk/card-img/hk00008372.png,寶可夢,120,Grass,,,怪力上投,"Grass,Colorless",10+,增加對手的戰鬥寶可夢【撤退】所需的能量的數量×30點傷害。,角撞,"Grass,Grass,Colorless",90,,,Fire,,,2,2,normal,G,擴充包「紫ex」,SV1V,Taira Akitsu,擁有十分驚人的怪力。就連重量是自己體重１００倍的<br/>物體也能輕鬆扔飛。,赫拉克羅斯,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 撤退干擾",撤退效果
赫拉克羅斯,基礎,8739,https://asia.pokemon-card.com/hk/card-img/hk00008739.png,寶可夢,130,Grass,,,撞擊,"Grass,Grass",50,,粉碎角擊,"Grass,Grass,Grass",110,這個招式的傷害不計算抵抗力。,,Fire,,,3,6,normal,G,擴充包「碟旋暴擊」,SV2D,GOSSAN,對甜甜蜜愛不釋手，為了全都佔為己有，<br/>會用引以為傲的角扔飛對手。,赫拉克羅斯,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,無視弱點/效果,無
赫拉克羅斯,基礎,11287,https://asia.pokemon-card.com/hk/card-img/hk00011287.png,寶可夢,120,Grass,,,泰山壓頂,"Grass,Colorless,Colorless",60,擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。,地球上投,"Grass,Colorless,Colorless,Colorless",130,,,Fire,,,2,3,normal,H,擴充包「變幻假面」,SV6,Toshinao Aoki,擁有十分驚人的怪力。<br/> 就連重量是自己體重１００倍的<br/> 物體也能輕鬆扔飛。,赫拉克羅斯,,B+,16.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"狀態異常, 硬幣判定",無
粉蝶蟲,基礎,8373,https://asia.pokemon-card.com/hk/card-img/hk00008373.png,寶可夢,30,Grass,適應進化,這隻寶可夢就算在自己的最初回合或者剛使出的回合，也可進化。,撞擊,"Grass,Colorless",20,,,,,,,Fire,,,1,3,normal,G,擴充包「紫ex」,SV1V,sowsow,會灑出毒粉趕走敵人。棲息的土地不同，作為<br/>食糧的植物也就不同。,粉蝶蟲 → 粉蝶蛹 → 彩粉蝶,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,進化支援,無
粉蝶蟲,基礎,12080,https://asia.pokemon-card.com/hk/card-img/hk00012080.png,寶可夢,40,Grass,,,呼朋引伴,Colorless,,從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,Fire,,,1,4,normal,H,擴充包「超電突圍」,SV8,Iori Suzuki,會灑出毒粉趕走敵人。<br/>棲息的土地不同，作為<br/>食糧的植物也就不同。,粉蝶蟲 → 粉蝶蛹 → 彩粉蝶,,C+,10.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
粉蝶蛹,1階進化,8374,https://asia.pokemon-card.com/hk/card-img/hk00008374.png,寶可夢,70,Grass,適應進化,這隻寶可夢就算在自己的最初回合或者剛使出的回合，也可進化。,蟲咬,"Grass,Colorless",30,,,,,,,Fire,,,3,4,normal,G,擴充包「紫ex」,SV1V,Kagemaru Himeno,沒有固定的住處。會隨心所欲地在山野走來走去，<br/>蓄積進化時所需的能量。,粉蝶蟲 → 粉蝶蛹 → 彩粉蝶,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,進化支援,無
粉蝶蛹,1階進化,12081,https://asia.pokemon-card.com/hk/card-img/hk00012081.png,寶可夢,80,Grass,,,走來走去,Colorless,,將這隻寶可夢與備戰寶可夢互換。,撞擊,Grass,30,,,Fire,,,3,5,normal,H,擴充包「超電突圍」,SV8,tono,沒有固定的住處。<br/>會隨心所欲地在山野走來走去，<br/>蓄積進化時所需的能量。,粉蝶蟲 → 粉蝶蛹 → 彩粉蝶,,B,12.00,Base:5.0|Meta:0.0|Exp:3.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,切換效果,無
彩粉蝶,2階進化,8375,https://asia.pokemon-card.com/hk/card-img/hk00008375.png,寶可夢,120,Grass,,,奇跡粉,Grass,50,擲1次硬幣若為正面，則從特殊狀態中選擇1種，將對手的戰鬥寶可夢處於那個狀態。,蟲鳴,"Grass,Colorless",110,,,Fire,,,1,5,normal,G,擴充包「紫ex」,SV1V,Atsuko Nishida,,粉蝶蟲 → 粉蝶蛹 → 彩粉蝶,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,硬幣判定,無
彩粉蝶,2階進化,12082,https://asia.pokemon-card.com/hk/card-img/hk00012082.png,寶可夢,120,Grass,,,進化粉,Colorless,,從自己的牌庫，選擇自己的所有備戰寶可夢進化而來的卡各1張，放置於各自身上完成進化。並且重洗牌庫。,利刃之風,Grass,90,,,Fire,,,1,6,normal,H,擴充包「超電突圍」,SV8,Amelicart,誕生在神奇的地方。<br/>會從翅膀灑出色彩鮮豔的<br/>毒鱗粉來戰鬥。,粉蝶蟲 → 粉蝶蛹 → 彩粉蝶,,A+,20.00,Base:5.0|Meta:0.0|Exp:3.0|Func:9.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"搜索效果, 進化支援",無
團珠蛛,基礎,8376,https://asia.pokemon-card.com/hk/card-img/hk00008376.png,寶可夢,40,Grass,,,吐絲,"Grass,Colorless",20,擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。,,,,,,Fire,,,1,6,normal,G,擴充包「紫ex」,SV1V,Pani Kobayashi,從臀部射出的絲線，強度足以與金屬絲匹敵。<br/>強度的秘密仍在研究中。,團珠蛛 → 操陷蛛ex → 操陷蛛,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"狀態異常, 硬幣判定",無
團珠蛛,基礎,8377,https://asia.pokemon-card.com/hk/card-img/hk00008377.png,寶可夢,60,Grass,,,偷襲,Grass,30,擲1次硬幣若為反面，則這個招式失敗。,,,,,,Fire,,,2,7,normal,G,擴充包「紫ex」,SV1V,Kouki Saitou,從臀部射出的絲線，強度足以與金屬絲匹敵。<br/>強度的秘密仍在研究中。,團珠蛛 → 操陷蛛ex → 操陷蛛,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:1.0|Mod:1.00,"條件失敗, 硬幣判定",無
團珠蛛,基礎,8740,https://asia.pokemon-card.com/hk/card-img/hk00008740.png,寶可夢,50,Grass,,,束縛,Grass,10,在下個對手的回合，受到這個招式的寶可夢無法撤退。,,,,,,Fire,,,1,7,normal,G,擴充包「碟旋暴擊」,SV2D,Kyoko Umemoto,包裹著身體的線球擁有足以把天敵飛天螳螂<br/>的鐮刀反彈回去的彈力。,團珠蛛 → 操陷蛛ex → 操陷蛛,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,撤退封鎖,撤退效果
團珠蛛,基礎,8741,https://asia.pokemon-card.com/hk/card-img/hk00008741.png,寶可夢,60,Grass,,,鉤住,"Grass,Grass",40,,,,,,,Fire,,,2,8,normal,G,擴充包「碟旋暴擊」,SV2D,Mina Nakai,包裹著身體的線球擁有足以把天敵飛天螳螂<br/>的鐮刀反彈回去的彈力。,團珠蛛 → 操陷蛛ex → 操陷蛛,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
團珠蛛,基礎,8478,https://asia.pokemon-card.com/hk/card-img/hk00008478.png,寶可夢,40,Grass,,,線帶拉扯,Colorless,,擲1次硬幣若為正面，則選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。,蟲咬,Grass,10,,,Fire,,,1,7,normal,G,起始組合ex 新葉喵&路卡利歐 ex,SVAM,Tika Matsuno,包裹著身體的線球擁有足以把天敵飛天螳螂<br/>的鐮刀反彈回去的彈力。,團珠蛛 → 操陷蛛ex → 操陷蛛,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"切換效果, 硬幣判定",無
