Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
能量再利用,,00004645,https://asia.pokemon-card.com/hk/card-img/hk00004645.png,物品卡,,,,,,,,從自己的棄牌區抽出5張基本能量卡，在給對手看過後，放回牌庫並重洗。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,128,normal,I,擴充包「眾星雲集組合篇」SET A,AC1a,Toyste Beach,,,,B+,15.00,Base:7.0|Meta:1.0|Exp:-1.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",大量抽卡
胖丁,基礎,00010749,https://asia.pokemon-card.com/hk/card-img/hk00010749.png,寶可夢,70,Colorless,,,引路,Colorless,,從自己的牌庫選擇1張支援者卡，在給對手看過後加入手牌。並且重洗牌庫。,踏踏,"Colorless,Colorless",20×,擲2次硬幣，造成正面出現的次數×20點傷害。,,Fighting,,,1,306,high,G,高級擴充包「閃色寶藏ex」,SV4a,Misa Tsutsui,當牠圓圓的大眼睛轉動時，就會唱起奇妙的歌曲，<br/>讓人舒服地昏昏欲睡。,胖丁 → 胖可丁 → 胖可丁ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"傷害效果, 抽卡效果, 搜索效果, 硬幣判定",無
嘟嘟,基礎,00010750,https://asia.pokemon-card.com/hk/card-img/hk00010750.png,寶可夢,70,Colorless,,,突擊,Colorless,30,這隻寶可夢也受到10點傷害。,,,,,,Lightning,,Fighting,1,307,high,G,高級擴充包「閃色寶藏ex」,SV4a,Saya Tsuruta,２個腦袋好像會用類似心靈感應的力量，<br/>來傳遞彼此的想法。,嘟嘟 → 嘟嘟利,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
嘟嘟利,1階進化,00010751,https://asia.pokemon-card.com/hk/card-img/hk00010751.png,寶可夢,100,Colorless,爆走抽出,在自己的回合時可使用1次。在這隻寶可夢身上放置1個傷害指示物。然後，從自己的牌庫抽出1張卡。,憤怒鳥嘴,Colorless,10+,增加這隻寶可夢身上放置的傷害指示物的數量×30點傷害。,,,,,,Lightning,,Fighting,1,308,high,G,高級擴充包「閃色寶藏ex」,SV4a,nagimiso,極為少見的珍稀物種。３顆頭會各自表現出<br/>愉快、悲傷和憤怒的情緒。,嘟嘟 → 嘟嘟利,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 抽卡效果, 搜索效果",無
百變怪,基礎,00010752,https://asia.pokemon-card.com/hk/card-img/hk00010752.png,寶可夢,60,Colorless,變身啓動,若這隻寶可夢在戰鬥場上，則只有在自己的最初回合可使用1次。從自己的牌庫選擇1張【基礎】寶可夢卡（「百變怪」除外）。然後，將這隻寶可夢與附加的卡全部丟棄，將所選的寶可夢放置於這隻寶可夢原先所在的地方。並且重洗牌庫。,黏,Colorless,10,,,,,,,Fighting,,,1,309,high,G,高級擴充包「閃色寶藏ex」,SV4a,0313,雖然可以變身得很完美，但一旦被逗笑，<br/>就會因鬆懈而解除變身。,百變怪,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
卡比獸,基礎,00010753,https://asia.pokemon-card.com/hk/card-img/hk00010753.png,寶可夢,150,Colorless,貪嘴,在自己的回合時可使用1次。從自己的棄牌區選擇最多2張「吃剩的東西」，在給對手看過後加入手牌。,養肥壓制,"Colorless,Colorless,Colorless",130,這隻寶可夢也受到30點傷害。,,,,,,Fighting,,,4,310,high,G,高級擴充包「閃色寶藏ex」,SV4a,Shigenori Negishi,擁有一個結實的胃，即使吃了發霉腐爛的東西，<br/>也完全不會吃壞肚子。,卡比獸,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"反噬傷害, 搜索效果",無
長翅鷗,基礎,00010754,https://asia.pokemon-card.com/hk/card-img/hk00010754.png,寶可夢,70,Colorless,,,起風,"Colorless,Colorless",30,,,,,,,Lightning,,Fighting,1,311,high,G,高級擴充包「閃色寶藏ex」,SV4a,kurumitsu,會乘著上升氣流，如同滑翔機般地飛在空中<br/>輸送鳥嘴銜著的食物。,長翅鷗 → 大嘴鷗,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
大嘴鷗,1階進化,00010755,https://asia.pokemon-card.com/hk/card-img/hk00010755.png,寶可夢,120,Colorless,傳言,在自己的回合，從手牌使出這張卡並完成進化時，可使用1次。選擇自己的牌庫或者棄牌區任一方。從其中選擇1張支援者卡，在給對手看過後加入手牌。若看過牌庫，則重洗牌庫。,翅膀攻擊,"Colorless,Colorless,Colorless",90,,,,,,,Lightning,,Fighting,2,312,high,G,高級擴充包「閃色寶藏ex」,SV4a,Masakazu Fukuda,把小型寶可夢裝在鳥嘴裡飛翔的空中送貨員。<br/>會漂浮在海上讓翅膀休息。,長翅鷗 → 大嘴鷗,,A+,20.00,Base:5.0|Meta:0.0|Exp:2.0|Func:10.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"抽卡效果, 搜索效果",進化效果
貪心栗鼠,基礎,00010756,https://asia.pokemon-card.com/hk/card-img/hk00010756.png,寶可夢,60,Colorless,藏身巢穴,在自己的回合時可使用1次。將自己的手牌全部翻回反面並重洗，放回牌庫下方。然後，從牌庫抽出1張卡。,咬住,"Colorless,Colorless",20,,,,,,,Fighting,,,1,313,high,G,高級擴充包「閃色寶藏ex」,SV4a,Sanosuke Sakuma,不管吃得再怎麼飽，都還是因為會擔心肚子餓，<br/>而往頰囊和尾巴裡儲藏樹果。,貪心栗鼠 → 藏飽栗鼠 → 藏飽栗鼠ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
藏飽栗鼠,1階進化,00010757,https://asia.pokemon-card.com/hk/card-img/hk00010757.png,寶可夢,120,Colorless,,,咬住,"Colorless,Colorless",50,,強擊門牙,"Colorless,Colorless,Colorless",80+,若這隻寶可夢附有「寶可夢道具」卡，則增加80點傷害。,,Fighting,,,2,314,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kagemaru Himeno,會用約有身體２倍長的尾巴把樹上掉下來的樹果<br/>全都裹起來帶走。,貪心栗鼠 → 藏飽栗鼠 → 藏飽栗鼠ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,條件傷害,無
愛吃豚,基礎,00010758,https://asia.pokemon-card.com/hk/card-img/hk00010758.png,寶可夢,70,Colorless,,,胡思亂撞,"Colorless,Colorless,Colorless",70,擲1次硬幣若為反面，則這個招式失敗。,,,,,,Fighting,,,1,315,high,G,高級擴充包「閃色寶藏ex」,SV4a,Akira Komayama,一整天都在覓食。雖然擁有優秀的嗅覺，<br/>但卻只被用在覓食上。,愛吃豚 → 飄香豚ex → 飄香豚,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件失敗, 硬幣判定",無
飄香豚,1階進化,00010759,https://asia.pokemon-card.com/hk/card-img/hk00010759.png,寶可夢,130,Colorless,,,特優,"Colorless,Colorless",,擲3次硬幣，從自己的棄牌區任意選擇最多與正面出現的次數相同數量的卡，在給對手看過後加入手牌。,芬香壓制,"Colorless,Colorless,Colorless",70,將對手的戰鬥寶可夢【混亂】。,,Fighting,,,2,316,high,G,高級擴充包「閃色寶藏ex」,SV4a,Misa Tsutsui,會釋放出如花般的香氣。腿部肌肉發達，要跳超過<br/>５公尺高也是輕而易舉。,愛吃豚 → 飄香豚ex → 飄香豚,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"搜索效果, 狀態異常, 硬幣判定",無
一對鼠,基礎,00010760,https://asia.pokemon-card.com/hk/card-img/hk00010760.png,寶可夢,30,Colorless,,,呼喚,Colorless,,從自己的牌庫抽出2張卡。,重摑,"Colorless,Colorless,Colorless",30,,,Fighting,,,1,317,high,G,高級擴充包「閃色寶藏ex」,SV4a,Lee HyunJung,會以絕佳的團隊合作，把能當成巢穴建材的東西<br/>用門牙切斷後搬走。,一對鼠 → 一家鼠 → 一家鼠ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"抽卡效果, 搜索效果",無
一家鼠,1階進化,00010761,https://asia.pokemon-card.com/hk/card-img/hk00010761.png,寶可夢,70,Colorless,,,巴掌,Colorless,40,,家族攻擊,"Colorless,Colorless",70×,造成自己的場上的「一家鼠」的數量×70點傷害。,,Fighting,,,1,318,high,G,高級擴充包「閃色寶藏ex」,SV4a,Shigenori Negishi,身型大的２隻會在戰鬥的同時保護著孩子。對抗實力<br/>強大的對手時會集體出陣。,一對鼠 → 一家鼠 → 一家鼠ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"備戰傷害加成, 傷害效果",無
纏紅鶴,基礎,00010762,https://asia.pokemon-card.com/hk/card-img/hk00010762.png,寶可夢,110,Colorless,一氣群聚,在自己的回合，從手牌將這張卡放置於備戰區時，可使用1次。從自己的牌庫選擇最多3張「纏紅鶴」，在給對手看過後加入手牌。並且重洗牌庫。,團結之翼,"Colorless,Colorless",20×,造成自己的棄牌區的，持有「團結之翼」招式的寶可夢卡的張數×20點傷害。,,,,,,Lightning,,Fighting,1,319,high,G,高級擴充包「閃色寶藏ex」,SV4a,Akira Komayama,為了避免積蓄在肚子裡的能量外流，似乎會把<br/>自己的脖子繫在頸根部上。,纏紅鶴,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"傷害效果, 抽卡效果, 搜索效果, 棄牌區傷害加成",放置效果
佛烈托斯ex,1階進化,00010763,https://asia.pokemon-card.com/hk/card-img/hk00010763.png,寶可夢,270,Grass,爆裂能量,在自己的回合時可使用1次，若使用，則將這隻寶可夢【昏厥】。從自己的牌庫選擇最多5張「基本【草】能量」卡，以任意方式附於自己的寶可夢身上。並且重洗牌庫。,防守壓制,"Grass,Grass",120,在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。,,,,,,Fire,,,3,320,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,榛果球 → 佛烈托斯 → 佛烈托斯ex,"太晶,ex",B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"其他效果, 搜索效果, 昏厥條件",無
魔幻假面喵ex,2階進化,00010764,https://asia.pokemon-card.com/hk/card-img/hk00010764.png,寶可夢,310,Grass,花束魔法,在自己的回合，若從自己的手牌將1張「基本【草】能量」卡丟棄，則可使用1次。在對手的1隻備戰寶可夢身上放置3個傷害指示物。,抓刮銳爪,"Colorless,Colorless",100+,若對手的戰鬥寶可夢身上放置有傷害指示物，則增加120點傷害。,,,,,,Fire,,,2,321,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,新葉喵 → 蒂蕾喵 → 魔幻假面喵 → 魔幻假面喵ex,ex,A,19.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"傷害指示物, 條件傷害",丟棄效果
陸地水母ex,1階進化,00010765,https://asia.pokemon-card.com/hk/card-img/hk00010765.png,寶可夢,270,Grass,守護菌絲,只要這隻寶可夢在場上，自己的所有身上附有能量卡的寶可夢，不會受到對手的寶可夢使用招式的效果的影響。（已經受到的效果不會消除。）,菌落猛攻,"Grass,Grass",80+,增加自己的備戰區身上附有【草】能量卡的寶可夢的數量×40點傷害。,,,,,,Fire,,,2,322,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,原野水母 → 陸地水母 → 陸地水母ex,ex,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"備戰傷害加成, 效果免疫",無
超能豔鴕ex,1階進化,00010766,https://asia.pokemon-card.com/hk/card-img/hk00010766.png,寶可夢,260,Grass,奪目視線,只要這隻寶可夢在戰鬥場上，對手的戰鬥寶可夢使用招式所需的能量增加1個【無】能量。,精神球,Psychic,30+,增加雙方的戰鬥寶可夢身上附加的能量的數量×30點傷害。,,,,,,Fire,,,1,323,high,G,高級擴充包「閃色寶藏ex」,SV4a,takuyoa,,飄飄雛 → 超能豔鴕 → 超能豔鴕ex,"太晶,ex",B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"備戰傷害加成, 能量操作, 能量需求增加",無
骨紋巨聲鱷ex,2階進化,00010767,https://asia.pokemon-card.com/hk/card-img/hk00010767.png,寶可夢,340,Fire,,,活力之歌,Fire,50,將自己的所有寶可夢各恢復「30」HP。,燃燒之聲,"Fire,Fire",270-,減少這隻寶可夢身上放置的傷害指示物的數量×10點傷害。,,Water,,,3,324,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,呆火鱷 → 炙燙鱷 → 骨紋巨聲鱷 → 骨紋巨聲鱷ex,ex,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 回復效果",無
狂歡浪舞鴨ex,2階進化,00010768,https://asia.pokemon-card.com/hk/card-img/hk00010768.png,寶可夢,320,Water,,,激動森巴,Water,60,將這隻寶可夢與備戰寶可夢互換。然後，對手將對手自己的戰鬥寶可夢與備戰寶可夢互換。,螺旋射擊,"Water,Colorless",230,選擇2個這隻寶可夢身上附加的能量，放回手牌。,,Lightning,,,2,325,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,潤水鴨 → 湧躍鴨 → 狂歡浪舞鴨 → 狂歡浪舞鴨ex,ex,A+,21.00,Base:5.0|Meta:0.0|Exp:2.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"切換效果, 能量操作",無
胡地ex,2階進化,00010769,https://asia.pokemon-card.com/hk/card-img/hk00010769.png,寶可夢,310,Psychic,,,意志劫持,"Colorless,Colorless",90+,增加對手的備戰寶可夢的數量×30點傷害。,維度之手,"Psychic,Psychic",120,就算這隻寶可夢在備戰區，這個招式也可使用。,,Darkness,,Fighting,1,326,high,G,高級擴充包「閃色寶藏ex」,SV4a,PLANETA Tsuji,,凱西 → 勇基拉 → 胡地 → 胡地ex,ex,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,備戰傷害加成,無
夢幻ex,基礎,00010770,https://asia.pokemon-card.com/hk/card-img/hk00010770.png,寶可夢,180,Psychic,重啟,在自己的回合時可使用1次。從牌庫抽卡直到自己的手牌滿3張為止。,基因駭入,"Colorless,Colorless,Colorless",,選擇1個對手的戰鬥寶可夢持有的招式，作為這個招式使用。,,,,,,Darkness,,Fighting,0,327,high,G,高級擴充包「閃色寶藏ex」,SV4a,aky CG Works,,夢幻ex,ex,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 招式複製, 招式複製對手",無
沙奈朵ex,2階進化,00010771,https://asia.pokemon-card.com/hk/card-img/hk00010771.png,寶可夢,310,Psychic,精神擁抱,在自己的回合時，可不限次數使用。從自己的棄牌區選擇1張「基本【超】能量」卡，附於自己的【超】寶可夢身上。然後，在附上那張卡的寶可夢身上放置2個傷害指示物。（這個特性無法對會【昏厥】的寶可夢使用。）,奇跡之力,"Psychic,Psychic,Colorless",190,將這隻寶可夢的特殊狀態全部恢復。,,,,,,Darkness,,Fighting,2,328,high,G,高級擴充包「閃色寶藏ex」,SV4a,N-DESIGN Inc.,,拉魯拉絲 → 奇魯莉安 → 沙奈朵ex → 沙奈朵 → 艾路雷朵 → 沙奈朵GX,ex,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"傷害指示物, 搜索效果, 棄牌區傷害加成, 狀態恢復, 能量操作",特性效果
晶光花ex,1階進化,00010772,https://asia.pokemon-card.com/hk/card-img/hk00010772.png,寶可夢,270,Fighting,星塵場地,只要這隻寶可夢在戰鬥場上，對手的可放置於備戰區的寶可夢數量改為3隻。若對手的備戰區有4隻以上，則對手將寶可夢丟棄直到備戰寶可夢變為3隻為止。[變更備戰寶可夢數量的效果，以變少者為優先。],猛毒寶石,"Fighting,Fighting",140,將對手的戰鬥寶可夢【中毒】。,,,,,,Grass,,,3,329,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,晶光芽 → 晶光花 → 晶光花ex,ex,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,狀態異常,"丟棄效果, 放置效果"
雄偉牙ex,基礎,00010773,https://asia.pokemon-card.com/hk/card-img/hk00010773.png,寶可夢,250,Fighting,搖碎,在自己的回合結束時，若這隻寶可夢在戰鬥場上，則一定要使用1次。將自己的牌庫上方5張卡丟棄。,偉大猛擊,"Fighting,Colorless,Colorless,Colorless",260,這個招式的傷害不計算對手的戰鬥寶可夢身上的附加效果。,,,,,,Psychic,,,4,330,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,雄偉牙ex,ex,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"其他效果, 無視弱點/效果",無
噴火龍ex,2階進化,00010774,https://asia.pokemon-card.com/hk/card-img/hk00010774.png,寶可夢,330,Darkness,煉獄支配,在自己的回合，從手牌使出這張卡並完成進化時，可使用1次。從自己的牌庫選擇最多3張「基本【火】能量」卡，以任意方式附於自己的寶可夢身上。並且重洗牌庫。,燃燒黑暗,"Fire,Fire",180+,增加對手已經獲得的獎賞卡的張數×30點傷害。,,,,,,Grass,,,2,331,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 噴火龍ex,"太晶,ex",S,23.00,Base:5.0|Meta:0.0|Exp:2.0|Func:10.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"搜索效果, 棄牌區傷害加成, 獎賞控制",進化效果
帕底亞 土王ex,1階進化,00010775,https://asia.pokemon-card.com/hk/card-img/hk00010775.png,寶可夢,280,Darkness,毒之沼地,若場上有競技場卡，則在自己的回合時可使用1次。將對手的戰鬥寶可夢【中毒】。,尖刺骨,"Darkness,Colorless,Colorless",200,擲1次硬幣若為反面，則在下個自己的回合，這隻寶可夢無法使用招式。,,,,,,Fighting,,,3,332,high,G,高級擴充包「閃色寶藏ex」,SV4a,PLANETA Mochizuki,,帕底亞 烏波 → 帕底亞 土王ex → 帕底亞 土王,ex,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"使用限制, 招式鎖定, 狀態施加, 狀態異常, 硬幣判定",競技場效果
鐵轍跡ex,基礎,00010776,https://asia.pokemon-card.com/hk/card-img/hk00010776.png,寶可夢,220,Metal,,,鍍層回轉,"Metal,Metal,Colorless",150,若希望，在造成傷害後，將這隻寶可夢身上附加的「驅勁能量 未來」丟棄。這個情況下，在下個對手的回合，這隻寶可夢受到招式的傷害「-150」點。,,,,,,Fire,,Grass,3,333,high,G,高級擴充包「閃色寶藏ex」,SV4a,5ban Graphics,,鐵轍跡ex,ex,A,19.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"傷害效果, 能量操作",丟棄效果
音波龍ex,1階進化,00010777,https://asia.pokemon-card.com/hk/card-img/hk00010777.png,寶可夢,260,Dragon,,,隱密飛行,"Colorless,Colorless",70,在下個對手的回合，這隻寶可夢不會受到【基礎】寶可夢招式的傷害。,制控迴響,"Psychic,Darkness",140,在下個對手的回合，對手無法從手牌附上特殊能量卡，也無法使出競技場卡。,,,,,0,334,high,G,高級擴充包「閃色寶藏ex」,SV4a,Eske Yoshinob,,嗡蝠 → 音波龍 → 音波龍GX → 音波龍ex,ex,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"傷害防禦, 效果免疫, 能量操作",競技場效果
大比鳥ex,2階進化,00010778,https://asia.pokemon-card.com/hk/card-img/hk00010778.png,寶可夢,280,Colorless,音速搜索,在自己的回合時可使用1次。從自己的牌庫任意選擇1張卡加入手牌。並且重洗牌庫。在這個回合，若已經使出了其他的「音速搜索」，則這個特性無法使用。,狂風呼嘯,"Colorless,Colorless",120,若希望，將場上的競技場卡丟棄。,,,,,,Lightning,,Fighting,0,335,high,G,高級擴充包「閃色寶藏ex」,SV4a,takuyoa,,波波 → 比比鳥 → 大比鳥 → 大比鳥ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:4.0|Eff:0.0|Dmg:4.0|Mod:1.00,"抽卡效果, 招式鎖定, 搜索效果","特性效果, 競技場效果"
胖可丁ex,1階進化,00010779,https://asia.pokemon-card.com/hk/card-img/hk00010779.png,寶可夢,250,Colorless,膨脹之軀,若這隻寶可夢身上附有特殊能量卡，則這隻寶可夢的最大HP「+100」。,朋友衝撞,"Colorless,Colorless,Colorless",90+,在這個回合，若從手牌使出了支援者卡，則增加90點傷害。,,,,,,Fighting,,,3,336,high,G,高級擴充包「閃色寶藏ex」,SV4a,Saki Hayashiro,,胖丁 → 胖可丁 → 胖可丁ex,ex,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"HP提升, 條件傷害",無
怒鸚哥ex,基礎,00010780,https://asia.pokemon-card.com/hk/card-img/hk00010780.png,寶可夢,160,Colorless,裝酷重抽,只有在自己的最初回合可使用1次。將自己的手牌全部丟棄，從牌庫抽出6張卡。在這個回合，若已經使出了其他的「裝酷重抽」，則這個特性無法使用。,幹勁十足,Colorless,20,從自己的棄牌區選擇最多2張基本能量卡，附於1隻備戰寶可夢身上。,,,,,,Lightning,,Fighting,1,337,high,G,高級擴充包「閃色寶藏ex」,SV4a,PLANETA Mochizuki,,怒鸚哥ex,ex,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"招式鎖定, 搜索效果","大量抽卡, 特性效果"
三海地鼠,1階進化,00010781,https://asia.pokemon-card.com/hk/card-img/hk00010781.png,寶可夢,90,Water,,,頭錘,Water,30,,掘海隧道,"Colorless,Colorless,Colorless",,擲3次硬幣，將對手的牌庫上方與正面出現的次數×3張相同數量的卡丟棄。,,Lightning,,,2,338,high,G,高級擴充包「閃色寶藏ex」,SV4a,Tetsu Kayama,有別於外表，性格非常粗暴。會用長長的身體勒緊獵物，<br/>然後拖進自己的巢穴裡。,海地鼠 → 三海地鼠 → 三海地鼠ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,硬幣判定,丟棄效果
海豚俠,1階進化,00010782,https://asia.pokemon-card.com/hk/card-img/hk00010782.png,寶可夢,150,Water,,,噴射拳,Water,30,對手的1隻備戰寶可夢也受到30點傷害。[在備戰區不計算弱點・抵抗力。],正義踢,"Water,Water",210,在這個回合，若沒有從備戰區將這隻寶可夢放置於戰鬥場，則這個招式失敗。,,Lightning,,,2,339,high,G,高級擴充包「閃色寶藏ex」,SV4a,akagi,太古基因覺醒之後的樣子。力氣很大，只用單邊的鰭也可以輕輕鬆鬆舉起遊輪。,波普海豚 → 海豚俠 → 海豚俠ex,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"條件失敗, 連鎖傷害",放置效果
